,LIR,LPeak,errLPeak,errLIR
0,444359673046.83606,105.7698613329386,5.236814437210633,25231445396.730522
1,16585046930.871164,133.9942059746534,5.762906819812124,779941076.8273776
2,103651524479.37378,112.84443631948261,5.040876925602707,5697075798.129592
3,101236429288.53009,131.4175771896579,5.374474898816129,4735319558.15117
4,237830460896.94757,111.71887394060468,5.614888655725051,13209027283.378252
5,87685286870.64209,140.9744915653279,5.9782055521367115,4768446941.7523575
6,351328077943.05005,102.41184723943347,4.518658059631617,18806026364.083176
7,31600694833.083557,124.30728676025548,4.990940039420615,1547545836.6556308
8,112579031549.04286,81.48746942121552,4.540006320603738,6458869599.842849
9,16825468958.104721,126.98900507204243,6.414342270258022,836708043.7711586
10,11219339979.87244,115.1650001957845,5.508561779715572,615568987.4061613
11,73859301181.85947,115.66051571742186,6.0136777547433065,4800484461.145542
12,110777159317.31155,118.9356473915703,5.729919736380139,6626633452.734858
13,96422583107.84818,129.35180514054355,6.200629195475825,5460139659.917934
14,59332590910.54959,122.6250125693152,5.568359011554855,2917683553.501839
15,134111913841.88509,96.82916862749667,5.295473855829606,7710919639.181455
16,27271245121.499405,132.67155438448447,5.0746334130072395,1344179593.6962142
17,192022163251.56857,94.53626199925513,6.258218181931631,10639179598.622643
18,15452054768.94002,151.68725103832,7.788194968090554,1229510374.6307728
19,8733373336.49467,157.9253250957835,7.720190129560318,618625454.4880826
20,39442997943.90408,138.79088514269392,5.826575778728449,2164888580.7651606
21,12164139278.379837,126.51088647951123,5.662545314904882,646287470.0454847
22,22838384478.54766,128.81459859280133,6.066972985724791,1198147592.840636
23,122121524796.70737,109.6827691504461,6.641699132245647,7176304023.250109
24,66651650708.93773,118.76049566871814,10.222054066599016,4636842414.756545
25,193719125619.99152,98.82260394863496,5.161336786968365,11129892431.984497
26,17627124755.329483,142.16741400831984,6.093024372067811,1111925317.645821
27,36607128129.18314,142.41848514972773,7.7460941491892195,2553025919.8908944
28,19087886711.56407,156.03086976466957,8.926421485223429,1401634436.64307
29,14991778506.201294,148.94174771742223,9.029320819609962,1062924492.3401513
30,6491238692.942795,149.6604137295223,7.954195560585996,534604824.31660587
31,21581642716.06586,115.67710872886069,5.893247470975783,1144083394.399733
32,24744837627.275234,117.03693993778205,6.396642811273953,1340551373.9359922
33,53808194137.3351,120.82452303565616,5.511615728708589,3078845684.8457828
34,4188552324.8499074,128.20026307220147,5.498970407187845,210223524.58316585
35,196358795628.4181,126.03635465322944,8.261670085911911,11592373479.713448
36,17885997584.22224,126.43154985422152,6.127943874888631,990247396.5492352
37,49943583783.93405,132.49717112881925,7.974199129242065,3587382270.960401
38,62389476301.90037,130.52422186428868,6.1815460162980225,3358544881.828091
39,48661202989.922455,111.34865966937697,5.170565204953234,2851826985.4264727
40,91469018983.29498,98.26866798087269,5.264384009890075,5047751498.78918
41,70703462619.3992,130.06110392870448,7.35238784707973,5214597292.384718
42,11673912132.700928,126.98900507204243,8.3061357697829,1146068416.781106
43,53544466010.09295,131.03321758500985,6.802822118424154,3406779589.651631
44,121684973165.58646,103.22459437084392,5.57694610667142,7187202458.414862
45,46701311225.49666,117.37763723480941,5.529966562184119,3422392018.1652365
46,17360992015.312027,151.11875451476334,9.944655200301465,1433849871.777658
47,525032965143.3795,92.83848194905295,4.489882307736224,31838277087.27318
48,31078060191.335503,117.32640872717491,6.93004776489058,2086200420.4095585
49,92565075090.08003,111.96705415506858,7.230067384554441,6434179056.559464
50,165229326945.963,94.19395805672399,4.4690356620041465,9671522345.581844
51,128744589907.7876,107.76273811797358,5.9150390292303205,7786993448.496473
52,5006158461.440714,127.51106180584779,7.821110109031668,369276219.88360536
53,128591104683.10559,123.6781631941267,9.082949538891395,9746708280.156055
